,Achieve [LocalsWarnedWhenRiskImminent],Avoid [FalseWarning],Achieve [DepthAcquiredEvery5SecondsByRadar],,,,Maintain [AcquiredRadarDepthAccurate],,,,Achieve [SpeedAcquiredEvery5SecondsByUltrasound],,,,Maintain [UltrasoundSpeedAccurate],,,,Achieve [LocalsWarnedByPhoneWhenLevelsCritical],,,,Achieve [LevelsCriticalDetectedWhenDataAcquired],Achieve [SpeedAcquiredEvery10SecondsByUltrasound],,,,Achieve [SpeedAcquiredEvery5SecondsByCamera],Achieve [ImagesAcquiredEvery5Seconds],Achieve [TracersIdentified],Achieve [SpeedAcquiredFromTracers],Maintain [CameraSpeedAccurate],Achieve [LocalsWarnedBySMSWhenLevelsCritical],,,,locals_warned_by_email,,,
timestamp,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,cps,mean,lower,upper,cps,cps,cps,cps,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps
17:29:35.5684,0.8132,0.8099,0.8482,0.8657,0.8307,0.9038,0.6429,0.6726,0.6132,0.8776,0.8891,0.9030,0.8751,0.9174,0.4510,0.5021,0.3999,0.9230,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:36.5684,0.8131,0.8099,0.8482,0.8657,0.8307,0.9038,0.6429,0.6726,0.6132,0.8776,0.8891,0.9030,0.8751,0.9172,0.4510,0.5021,0.3999,0.9230,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:37.5715,0.8131,0.8099,0.8482,0.8657,0.8307,0.9038,0.6434,0.6730,0.6137,0.8776,0.8891,0.9030,0.8751,0.9172,0.4510,0.5021,0.3999,0.9230,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:38.5714,0.8131,0.8100,0.8482,0.8657,0.8307,0.9038,0.6434,0.6730,0.6137,0.8777,0.8891,0.9030,0.8751,0.9172,0.4510,0.5021,0.3999,0.9230,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:39.5716,0.8131,0.8100,0.8482,0.8657,0.8307,0.9038,0.6434,0.6730,0.6137,0.8777,0.8891,0.9030,0.8751,0.9172,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:40.5716,0.8131,0.8101,0.8482,0.8657,0.8307,0.9038,0.6439,0.6735,0.6142,0.8777,0.8894,0.9033,0.8755,0.9172,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:41.5721,0.8135,0.8102,0.8482,0.8657,0.8307,0.9038,0.6439,0.6735,0.6142,0.8777,0.8894,0.9033,0.8755,0.9177,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:42.5717,0.8133,0.8102,0.8482,0.8657,0.8307,0.9038,0.6439,0.6735,0.6142,0.8777,0.8894,0.9033,0.8755,0.9175,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:43.5726,0.8133,0.8103,0.8482,0.8657,0.8307,0.9038,0.6439,0.6735,0.6142,0.8778,0.8894,0.9033,0.8755,0.9175,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:44.5729,0.8133,0.8103,0.8482,0.8657,0.8307,0.9038,0.6439,0.6735,0.6142,0.8778,0.8894,0.9033,0.8755,0.9175,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:45.5729,0.8133,0.8103,0.8482,0.8657,0.8307,0.9038,0.6439,0.6735,0.6142,0.8778,0.8894,0.9033,0.8755,0.9175,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:46.5741,0.8133,0.8103,0.8482,0.8657,0.8307,0.9038,0.6439,0.6735,0.6142,0.8778,0.8894,0.9033,0.8755,0.9175,0.4510,0.5021,0.3999,0.9231,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:47.5751,0.8133,0.8104,0.8483,0.8658,0.8309,0.9038,0.6449,0.6745,0.6153,0.8779,0.8894,0.9033,0.8755,0.9175,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:48.5786,0.8133,0.8105,0.8483,0.8658,0.8309,0.9039,0.6449,0.6745,0.6153,0.8779,0.8894,0.9033,0.8755,0.9175,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:49.5765,0.8133,0.8105,0.8483,0.8658,0.8309,0.9039,0.6454,0.6749,0.6158,0.8779,0.8887,0.9026,0.8748,0.9175,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:50.5769,0.8133,0.8105,0.8483,0.8658,0.8309,0.9039,0.6454,0.6749,0.6158,0.8780,0.8881,0.9020,0.8741,0.9162,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:51.5778,0.8122,0.8105,0.8483,0.8658,0.8309,0.9039,0.6454,0.6749,0.6158,0.8780,0.8874,0.9014,0.8735,0.9150,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:52.5776,0.8111,0.8105,0.8485,0.8659,0.8310,0.9039,0.6454,0.6749,0.6158,0.8780,0.8868,0.9008,0.8728,0.9137,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9934,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:53.5775,0.8101,0.8105,0.8485,0.8659,0.8310,0.9040,0.6454,0.6749,0.6158,0.8780,0.8872,0.9012,0.8733,0.9138,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:54.5782,0.8105,0.8106,0.8485,0.8659,0.8310,0.9040,0.6454,0.6749,0.6158,0.8781,0.8872,0.9012,0.8733,0.9142,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:55.5794,0.8105,0.8106,0.8485,0.8659,0.8310,0.9040,0.6454,0.6749,0.6158,0.8781,0.8872,0.9012,0.8733,0.9142,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:56.5805,0.8105,0.8107,0.8485,0.8659,0.8310,0.9040,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9142,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:57.5797,0.8104,0.8107,0.8485,0.8659,0.8310,0.9040,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9141,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:58.5821,0.8104,0.8107,0.8490,0.8664,0.8316,0.9040,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9141,0.4510,0.5021,0.3999,0.9232,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:29:59.5822,0.8107,0.8107,0.8490,0.8664,0.8316,0.9043,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9141,0.4510,0.5021,0.3999,0.9233,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:00.5864,0.8107,0.8108,0.8490,0.8664,0.8316,0.9043,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9141,0.4510,0.5021,0.3999,0.9233,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:01.5900,0.8107,0.8108,0.8490,0.8664,0.8316,0.9043,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9141,0.4510,0.5021,0.3999,0.9233,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:02.5894,0.8107,0.8109,0.8490,0.8664,0.8316,0.9043,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9141,0.4510,0.5021,0.3999,0.9233,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:03.5900,0.8107,0.8109,0.8490,0.8664,0.8316,0.9043,0.6454,0.6749,0.6158,0.8782,0.8872,0.9012,0.8733,0.9141,0.4510,0.5021,0.3999,0.9233,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:04.5906,0.8101,0.8109,0.8491,0.8665,0.8317,0.9043,0.6454,0.6749,0.6158,0.8783,0.8872,0.9012,0.8733,0.9133,0.4510,0.5021,0.3999,0.9233,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:05.6012,0.8101,0.8109,0.8491,0.8665,0.8317,0.9043,0.6459,0.6754,0.6164,0.8783,0.8872,0.9012,0.8733,0.9133,0.4510,0.5021,0.3999,0.9233,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:06.5946,0.8101,0.8110,0.8491,0.8665,0.8317,0.9043,0.6459,0.6754,0.6164,0.8783,0.8866,0.9005,0.8726,0.9133,0.4510,0.5021,0.3999,0.9234,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:07.5944,0.8101,0.8110,0.8491,0.8665,0.8317,0.9043,0.6459,0.6754,0.6164,0.8783,0.8859,0.8999,0.8719,0.9133,0.4510,0.5021,0.3999,0.9234,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:08.5946,0.8089,0.8110,0.8491,0.8665,0.8317,0.9043,0.6459,0.6754,0.6164,0.8783,0.8853,0.8993,0.8712,0.9121,0.4510,0.5021,0.3999,0.9234,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:09.5984,0.8078,0.8111,0.8491,0.8665,0.8317,0.9043,0.6459,0.6754,0.6164,0.8784,0.8846,0.8987,0.8706,0.9096,0.4510,0.5021,0.3999,0.9234,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:10.5985,0.8067,0.8112,0.8491,0.8665,0.8317,0.9043,0.6459,0.6754,0.6164,0.8784,0.8840,0.8981,0.8699,0.9083,0.4510,0.5021,0.3999,0.9235,0.0000,0.0000,0.0000,0.9808,1.0000,0.9935,0.9970,0.9899,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:11.6019,0.8059,0.8112,0.8497,0.8670,0.8323,0.9046,0.6459,0.6754,0.6164,0.8784,0.8834,0.8975,0.8692,0.9083,0.4510,0.5021,0.3999,0.9235,0.0000,0.0000,0.0000,0.9808,1.0000,0.9928,0.9965,0.9890,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:12.6037,0.8048,0.8112,0.8497,0.8670,0.8323,0.9046,0.6459,0.6754,0.6164,0.8784,0.8827,0.8969,0.8686,0.9071,0.4510,0.5021,0.3999,0.9235,0.0000,0.0000,0.0000,0.9808,1.0000,0.9921,0.9960,0.9881,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:13.6032,0.8035,0.8112,0.8497,0.8670,0.8323,0.9046,0.6459,0.6754,0.6164,0.8784,0.8821,0.8963,0.8679,0.9044,0.4510,0.5021,0.3999,0.9235,0.0000,0.0000,0.0000,0.9808,1.0000,0.9913,0.9954,0.9873,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:14.6045,0.8024,0.8112,0.8497,0.8670,0.8323,0.9046,0.6469,0.6764,0.6174,0.8784,0.8815,0.8957,0.8673,0.9044,0.4510,0.5021,0.3999,0.9235,0.0000,0.0000,0.0000,0.9808,1.0000,0.9906,0.9949,0.9864,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:15.6050,0.8013,0.8114,0.8497,0.8670,0.8323,0.9046,0.6469,0.6764,0.6174,0.8785,0.8808,0.8951,0.8666,0.9031,0.4510,0.5021,0.3999,0.9235,0.0000,0.0000,0.0000,0.9808,1.0000,0.9899,0.9943,0.9855,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:16.6048,0.8002,0.8115,0.8498,0.8671,0.8325,0.9046,0.6469,0.6764,0.6174,0.8785,0.8802,0.8945,0.8659,0.9007,0.4510,0.5021,0.3999,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9892,0.9937,0.9847,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:17.6071,0.7992,0.8115,0.8498,0.8671,0.8325,0.9047,0.6469,0.6764,0.6174,0.8785,0.8796,0.8939,0.8653,0.9007,0.4510,0.5021,0.3999,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9885,0.9932,0.9838,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:18.6056,0.7997,0.8115,0.8498,0.8671,0.8325,0.9047,0.6469,0.6764,0.6174,0.8785,0.8800,0.8942,0.8658,0.9012,0.4510,0.5021,0.3999,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:19.6088,0.7997,0.8115,0.8499,0.8672,0.8326,0.9048,0.6479,0.6773,0.6185,0.8785,0.8800,0.8942,0.8658,0.9012,0.4510,0.5021,0.3999,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:20.6100,0.7997,0.8118,0.8499,0.8672,0.8326,0.9048,0.6479,0.6773,0.6185,0.8788,0.8800,0.8942,0.8658,0.9012,0.4510,0.5021,0.3999,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:21.6101,0.7997,0.8118,0.8499,0.8672,0.8326,0.9048,0.6479,0.6773,0.6185,0.8788,0.8800,0.8942,0.8658,0.9012,0.4510,0.5021,0.3999,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:22.6111,0.7997,0.8119,0.8499,0.8672,0.8326,0.9048,0.6484,0.6777,0.6190,0.8789,0.8800,0.8942,0.8658,0.9012,0.4492,0.5002,0.3982,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:23.6114,0.7997,0.8119,0.8499,0.8672,0.8326,0.9048,0.6484,0.6777,0.6190,0.8789,0.8800,0.8942,0.8658,0.9012,0.4492,0.5002,0.3982,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:24.6103,0.7999,0.8119,0.8499,0.8672,0.8326,0.9048,0.6484,0.6777,0.6190,0.8789,0.8801,0.8943,0.8659,0.9014,0.4475,0.4983,0.3966,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:25.6103,0.7996,0.8119,0.8499,0.8672,0.8326,0.9048,0.6484,0.6777,0.6190,0.8789,0.8801,0.8943,0.8659,0.9012,0.4475,0.4983,0.3966,0.9237,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:26.6107,0.7997,0.8119,0.8499,0.8672,0.8326,0.9048,0.6484,0.6777,0.6190,0.8789,0.8802,0.8944,0.8659,0.9012,0.4475,0.4983,0.3966,0.9240,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:27.6109,0.7999,0.8121,0.8502,0.8674,0.8329,0.9050,0.6475,0.6768,0.6181,0.8789,0.8802,0.8944,0.8659,0.9012,0.4475,0.4983,0.3966,0.9240,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:28.6107,0.7999,0.8121,0.8502,0.8674,0.8329,0.9050,0.6475,0.6768,0.6181,0.8789,0.8802,0.8944,0.8659,0.9012,0.4475,0.4983,0.3966,0.9240,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:29.6108,0.7995,0.8123,0.8502,0.8674,0.8329,0.9050,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4475,0.4983,0.3966,0.9240,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:30.6111,0.7995,0.8123,0.8502,0.8674,0.8329,0.9050,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4496,0.5004,0.3988,0.9240,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:31.6121,0.7995,0.8124,0.8502,0.8674,0.8329,0.9050,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4496,0.5004,0.3988,0.9241,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:32.6123,0.7995,0.8124,0.8502,0.8674,0.8329,0.9050,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4496,0.5004,0.3988,0.9241,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:33.6134,0.7995,0.8124,0.8502,0.8674,0.8329,0.9050,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4496,0.5004,0.3988,0.9241,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:34.6167,0.7995,0.8124,0.8502,0.8674,0.8329,0.9050,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4517,0.5025,0.4010,0.9241,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:35.6167,0.7998,0.8124,0.8507,0.8679,0.8335,0.9053,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4517,0.5025,0.4010,0.9241,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9961,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:36.6171,0.7998,0.8124,0.8507,0.8679,0.8335,0.9053,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4517,0.5025,0.4010,0.9241,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9962,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:37.6171,0.7998,0.8124,0.8507,0.8679,0.8335,0.9053,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9008,0.4517,0.5025,0.4010,0.9242,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9962,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
17:30:38.6171,0.7998,0.8125,0.8507,0.8679,0.8335,0.9053,0.6485,0.6778,0.6192,0.8791,0.8802,0.8944,0.8659,0.9011,0.4517,0.5025,0.4010,0.9242,0.0000,0.0000,0.0000,0.9808,1.0000,0.9886,0.9932,0.9839,1.0000,1.0000,1.0000,1.0000,1.0000,0.9962,0.1019,0.1356,0.0681,1.0000,0.0000,0.0000,0.0000,1.0000
